director,return_total
Gil Junger,3.342385375
Gil Kenan,4.92069169038961
Gilbert Adler,0.37333333333333335
"Gilles Lellouche, Tristan Aurouet",1.0
Gilles Paquet-Brenner,1.76162
Gillian Armstrong,0.41901645
Gillo Pontecorvo,1.151935
Gina Prince-Bythewood,6.938922289610389
Giulio Manfredonia,1.6
Giuseppe Capotondi,1.100633760276848
Giuseppe Tornatore,1.426360962962963
Gleb Orlov,11.1061115
Glen Goei,0.5327102803738317
Glen Morgan,2.3900945555555557
"Glenn Ficarra, John Requa",7.409048110195872
Glenn Gordon Caron,2.333263947368421
Godfrey Reggio,0.2401336
Goldie Behl,0.21666666666666667
Gonzalo López-Gallego,5.1125848
Goo Mo,1.0
Gordon Parks,8.086016229019211
Gore Verbinski,27.678802605695733
Goro Miyazaki,3.090909090909091
Graham Baker,2.0862529875
Grant Heslov,2.86372325
Greg Beeman,2.804159375
Greg Berlanti,4.524071789473684
Greg Coolidge,3.1974090833333335
Greg McLean,31.69102675
Greg Mottola,11.066707701315789
Gregor Jordan,0.02123188888888889
Gregory Hoblit,7.006855992780338
Gregory Jacobs,8.277909256756757
Gregory Nava,3.0
Gregory Plotkin,7.8096553
Gregory Poirier,2.130069636363636
Gregory Widen,2.0
Greydon Clark,13.174826666666666
Griffin Dunne,0.6224450266666667
"Griffin Dunne, Peter Farrelly, Elizabeth Banks, James Gunn, Steven Brill, Brett Ratner, Steve Carr, Rusty Cundieff, James Duffy, Patrik Forsberg, Jonathan van Tulleken, Will Graham",5.406498
Grégory Levasseur,2.133143846153846
Guillaume Canet,2.0359831921568627
Guillermo del Toro,16.5512825462718
Gurinder Chadha,21.878617799934233
Gus Van Sant,34.65961511027132
Guy Ferland,1.10740064
Guy Green,8.49
Guy Hamilton,104.56222734365079
Guy Ritchie,23.509366881798943
Gábor Csupó,2.882311883333333
Gérard Krawczyk,4.517048827586207
Haile Gerima,2.691899
Hal Ashby,0.055674176470588234
"Hal Haberman, Jeremy Passmore",0.007202
Hal Needham,4.009976611111111
Hal Sutherland,0.40770475
Ham Tran,0.49153846153846154
"Hamilton Luske, Ben Sharpsteen",32.42307692307692
"Hamilton Luske, Wilfred Jackson, Clyde Geronimi",190.66666666666666
"Hamilton Luske, Wolfgang Reitherman, Clyde Geronimi",53.9700035
Hanna Sköld,0.35333333333333333
Hans Canosa,2.163388888888889
Hans Petter Moland,1.1324376199616122
Harald Zwart,12.555584058333334
Hari,7.409090909090909
Harish Shankar,2.2857142857142856
Harley Cokeliss,3.0
Harmony Korine,6.3448568
Harold Becker,9.218358154962406
Harold Cronk,6.453807517647059
Harold Ramis,22.461642327968036
"Harold S. Bucquet, Fred Niblo",1.6350148367952522
Harry Baweja,0.25
Harry Beaumont,11.49868073878628
"Harry Elfont, Deborah Kaplan",2.5605015
Harry Winer,0.5387632777777778
Hart Bochner,0.4834193333333333
Hatsuki Tsuji,1.4585205
Hayao Miyazaki,48.4866941751044
Hayley Cloake,0.0129
Hector Babenco,0.037386194444444444
"Heidi Ewing, Rachel Grady, Morgan Spurlock, Seth Gordon, Alex Gibney, Eugene Jarecki",0.034578333333333336
"Hendel Butoy, Mike Gabriel",1.2504669267881152
Henry Alex Rubin,0.3428048
"Henry Alex Rubin, Dana Adam Shapiro",5.834036666666667
Henry Bean,0.27795
Henry Bromell,0.779137
Henry Hathaway,8.057142857142857
Henry Hobson,0.046778
"Henry Joost, Ariel Schulman",175.72218985964912
Henry King,2.667779632721202
Henry Koster,9.744553998731478
Henry Selick,7.111731032514619
Herbert Ross,20.543698234109385
Herschell Gordon Lewis,163.26530612244898
"Hideaki Anno, Shinji Higuchi",5.133333333333334
Hideo Nakata,13.585495593333334
Hiromasa Yonebayashi,3.9343466756756755
"Hironobu Sakaguchi, Motonori Sakakibara",0.6214002189781022
Homi Adajania,2.9375
Hou Hsiao-hsien,0.04216946666666667
Howard Deutch,4.6497755638888885
Howard Hawks,12.976551365478493
"Howard Hawks, Arthur Rosson",3.004
Howard McCain,0.14067366
Howard Storm,3.125
Hoyt Yeatman,1.95211894
"Huck Botko, Andrew Gurland",0.281853
Hue Rhodes,0.029402894736842104
Hugh Hudson,10.735152396103896
Hugh Johnson,0.1609138
Hugh Wilson,38.16490413247863
Hwang Dong-hyuk,14.318181818181818
"Hélène Giraud, Thomas Szabo",1.5228426395939085
Iain Softley,4.523540639147287
Igor Voloshin,0.1365685
Igor Zaytsev,3.513208
Ilya Maksimov,0.7707606666666666
Ilya Naishuller,1.433379
Imtiaz Ali,3.8003663003663
Indar Dzhendubaev,0.09868516666666667
Indra Kumar,8.545454545454545
Ingmar Bergman,0.946376811594203
"Inna Evlannikova, Svyatoslav Ushakov",0.26
Irvin Kershner,38.51787478412699
Irwin Allen,4.430379746835443
Irwin Winkler,5.028543863636363
Isabel Coixet,1.145719
"Isabel Coixet, Christopher Doyle, Tom Tykwer, Joel Coen, Ethan Coen, Richard LaGravenese, Wes Craven, Gus Van Sant, Vincenzo Natali, Gurinder Chadha, Walter Salles, Alfonso Cuarón, Alexander Payne, Gérard Depardieu, Sylvain Chomet, Bruno Podalydès, Frédéric Auburtin, Olivier Assayas, Nobuhiro Suwa, Oliver Schmitz, Daniela Thomas",0.3736436153846154
Isao Takahata,0.49059294117647056
Israel Horovitz,1.5054464
Ivan Reitman,63.350390898262546
J Blakeson,3.9769154473684214
J. Lee Thompson,17.331830474766615
J.B. Rogers,9.585119833333334
J.C. Chandor,6.8516827380952385
J.J. Abrams,21.32700228842821
Jack Bender,1.5815580769230768
Jack Clayton,4.379719558704454
Jack Conway,4.586
Jack Nicholson,0.5263157894736842
Jack Sholder,10.408666116666666
Jack Smight,19.608179271708682
"Jackie Chan, 张立 | Zhang Li",0.0036116
Jaco Van Dormael,0.07547253191489361
Jacob Aaron Estes,1.207886
Jacques Audiard,1.6728588961038962
Jacques Perrin,0.5636774722590618
Jacques Tourneur,29.850746268656717
Jade Castro,32.27275166584678
Jake Kasdan,15.013626096428572
Jake Paltrow,0.0013586666666666667
Jake Schreier,8.4560402
Jake Szymanski,2.335401393939394
Jalil Lespert,1.7521908333333334
Jalmari Helander,0.8823529411764706
"James Algar, Don Hahn, Gaëtan Brizzi, Paul Brizzi, Eric Goldberg, Hendel Butoy, Francis Glebas, Pixote Hunt",1.135932125
James Bobin,7.039427116339869
James Bridges,9.44576480999108
James Cameron,54.23441585285314
James Cox,0.4932888
James DeMonaco,53.72198
James Fargo,22.137333333333334
James Foley,10.366170037498563
James Goldstone,0.1881994
James Gray,3.530456175
James Gunn,8.99572784029412
James Isaac,1.5410725454545455
James Ivory,9.310346094591097
James Komack,2.2798783333333335
James L. Brooks,9.9396217325
James Manera,0.1693408
James Mangold,25.990526150784298
James Marsh,8.315105073015872
James McTeigue,5.106149461324787
James Orr,0.76896265
James Ponsoldt,4.633807511111112
James Toback,3.467349033333333
James Vanderbilt,0.2647452083333333
James Wan,193.6188451848853
James Watkins,8.233452355882353
James Whale,41.23711340206186
"James Whale, Howard Hughes, Edmund Goulding",2.0253164556962027
James Wong,8.509931702431233
James Yukich,0.6689454285714286
Jamie Babbit,2.6089456666666666
Jamie Blanks,5.1805425
Jamie Travis,1.4634835294117647
Jamie Uys,12.0
"Jan Gissberg, Stig Lasseby",19.601990151826016
Jan Ole Gerster,9.167583333333333
"Jan Pinkava, Brad Bird",4.15815212
Jan de Bont,20.871757173436308
Jane Campion,17.193789899859944
Jared Cohn,1.0
Jared Hess,118.96942978125
Jason Bateman,0.8210526315789474
Jason Eisener,0.24948433333333334
"Jason Friedberg, Aaron Seltzer",14.184025193333333
Jason Moore,10.28568760980392
Jason Reitman,44.254083449999996
Jason Stoddard,0.9763444444444445
Jason Winer,1.143384925
Jason Zada,4.0055439
"Jaume Balagueró, Paco Plaza",23.59682380952381
Jaume Collet-Serra,21.051863962843136
Jay Chandrasekhar,10.064622415238095
Jay DiPietro,0.022552
"Jay Duplass, Mark Duplass",0.441758
Jay Oliva,1.47295
Jay Roach,32.81788910868703
Jay Russell,5.096352791666666
Jean Negulesco,2.7174515235457064
Jean-Claude Van Damme,1.9133515666666667
"Jean-Claude Van Damme, David Worth, Mark DiSalle",9.798003333333334
Jean-François Richet,1.1764823333333334
Jean-Jacques Annaud,16.390512427593066
Jean-Luc Godard,3.1231224305555556
Jean-Marc Vallée,15.52075861904762
Jean-Paul Rappeneau,0.42857142857142855
Jean-Pierre Jeunet,20.418444417316014
"Jean-Pierre Jeunet, Marc Caro",0.54513625
Jeannot Szwarc,10.277015827142858
Jeb Stuart,0.17519445945945947
Jeethu Joseph,16.0
Jeff Baena,0.03678041666666667
Jeff Blyth,1.6307354
Jeff Broadstreet,0.483315
Jeff Burr,1.2727272727272727
Jeff Nichols,4.123404244444444
Jeff Pollack,100.0
Jeff Schaffer,0.83187388
Jeff Tremaine,35.45602496212121
Jeff Wadlow,14.296902692857143
Jeffrey Blitz,0.6611184
Jeffrey Nachmanoff,1.0695832272727273
Jennie Livingston,7.55924
Jennifer Chambers Lynch,0.3187122857142857
"Jennifer Flackett, Mark Levin",2.704766
Jennifer Kent,3.3382355
"Jennifer Wynne Farmer, Valerie Red-Horse",0.015011428571428571
Jennifer Yuh Nelson,4.43794854
"Jennifer Yuh Nelson, Alessandro Carloni",3.594281551724138
Jeremiah S. Chechik,3.451238414814815
Jeremy Garelick,3.46956
Jeremy Haft,0.04355178947368421
Jeremy Leven,0.888
Jeremy Saulnier,0.6440742
"Jericca Cleland, Kevin Munroe",0.44106645
"Jerome Robbins, Robert Wise",7.276137
Jerrold Freedman,0.6505605
Jerry Jameson,6.400754
Jerry Lewis,11.11111111111111
Jerry Rees,0.47902953846153845
Jerry Zaks,0.5566654347826087
Jerry Zucker,27.055772821969693
"Jerry Zucker, Jim Abrahams, David Zucker",2.273148888888889
Jerusha Hess,0.44062061224489796
Jesse Dylan,8.05046319949495
Jesse Peretz,1.8624993
Jessie Nelson,6.702174251336898
Jessy Terrero,0.926396625
"Jill Culton, Roger Allers, Anthony Stacchi",2.3212826705882352
Jim Abrahams,14.215350076923077
"Jim Abrahams, David Zucker, Jerry Zucker",23.843868285714287
Jim Fall,7.821388202614379
Jim Field Smith,2.4889864
Jim Gillespie,7.50407968342246
Jim Henson,0.50919668
"Jim Henson, Frank Oz",2.7051334
Jim Jarmusch,5.580703414285714
Jim Kohlberg,0.06347475
Jim Mickle,0.05114615384615385
"Jim Rash, Nat Faxon",5.043185217391304
Jim Sharman,94.0769325
Jim Sheridan,31.510090776869664
Jim Sonzero,0.7870443421052632
Jim Wilson,0.1064454
Jim Wynorski,0.5112
Jimmy Hayward,2.2242340425531917
"Jimmy Hayward, Steve Martino",3.4957413411764704
Jimmy T. Murakami,5.5
Jingle Ma,1.11504675
"Joachim Rønning, Espen Sandberg",3.7529034149068323
Joachim Trier,0.014708090909090909
Joby Harold,0.1671375
Jocelyn Moorhouse,3.8947139220452645
Jodie Foster,3.5011405925925927
Jody Hill,3.1012658227848102
Joe Alves,4.2920514634146345
Joe Carnahan,11.878251738423897
Joe Chappelle,3.0233268
Joe Cornish,0.2762742368209232
Joe Dante,37.384048205808085
Joe Johnston,20.172701951344088
"Joe Johnston, Pixote Hunt, Maurice Hunt",0.5063217777777778
Joe Mantello,1.45
Joe Menendez,1.4991331262697345e-06
Joe Nussbaum,2.0917090909090907
Joe Pytka,3.1275
Joe Roth,0.3891046860480552
Joe Wright,12.146241792857143
Joel Coen,17.54799546831502
"Joel Coen, Ethan Coen",33.168356125833625
Joel Edgerton,11.7957306
Joel Gallen,4.15427075
Joel Schumacher,37.216016429966814
Joel Zwick,73.7488088
Johannes Roberts,8.042731454545455
John 'Bud' Cardos,34.0
John A. Davis,4.34107186
John Badham,77.30132955983701
John Bonito,1.1082804
John Boorman,31.06376698051948
John Bruno,0.1868092
John Cameron Mitchell,3.6153301
John Carl Buechler,11.801715292207792
John Carney,140.779944375
John Carpenter,276.9938600185065
John Crowley,6.614545145454545
John Curran,1.1100779393939395
John Dahl,4.487119061231884
John Derek,1.2735544285714286
John Erick Dowdle,25.66671015
John Flynn,3.7546241726190477
John Ford,24.08127703275053
"John Ford, George Marshall, Henry Hathaway, Richard Thorpe",3.3333333333333335
John Fortenberry,1.7841861764705882
"John Francis Daley, Jonathan M. Goldstein",3.367231870967742
John Frankenheimer,9.566038373273749
"John Frankenheimer, Richard Stanley",1.240694475
John G. Avildsen,1018936.5028102295
John Glen,28.74071445121753
John Glenn,0.05723076923076923
John Guillermin,15.446795597327164
John Gulager,1.6987456
John H. Lee,2.0161211538461536
John Hamburg,9.435579851305093
John Harrison,4.664163714285714
John Herzfeld,0.9581263636363636
John Hillcoat,6.084398477403846
John Hughes,72.14247252051283
John Huston,24.316951459640126
"John Huston, Robert Parrish, Val Guest, Joseph McGrath, Ken Hughes",3.4787265
John Hyams,0.18446731055900623
"John Ireland, Edward Sampson",3.787878787878788
John Irvin,3.2355475098039213
John Krasinski,0.26762763157894737
John Lafia,4.913485871794872
John Landis,73.89970034323936
John Lasseter,21.00525680277778
"John Lasseter, Brad Lewis",2.79926198
"John Lasseter, Joe Ranft",3.849859575
John Lee Hancock,18.794426987881774
"John Lounsbery, Wolfgang Reitherman, Art Stevens",59.3465575
John Luessenhop,4.52008771875
John Madden,37.87171612997301
John Maybury,0.7284905172413794
John McNaughton,3.36
John McTiernan,26.639190684093137
John Mellencamp,77.33333333333333
John Michael McDonagh,3.2600456666666666
John Milius,15.24427275297619
John Moore,13.280175576666666
John Ottman,2.7553115714285714
John Pasquin,8.628788954545454
John Patrick Shanley,2.5453617
John Payson,0.3553087692307692
John Penney,1.5e-05
John Pieplow,0.5738372727272727
John Pogue,89.174335
John Polson,8.954173976470589
John R. Cherry III,12.536812166666667
John R. Leonetti,40.98545634102564
John Sayles,3.3238079750000002
John Schlesinger,16.79379523576923
John Schultz,4.818764463888889
John Singleton,22.924578084010715
John Stockwell,4.281927130769231
John Sturges,8.368948198465775
"John Sullivan, Dinesh D'Souza",13.36
John Swanbeck,0.5326982857142857
John Waters,501.4806881785548
John Wayne,2.229761904761905
John Wells,5.1233997633333335
John Whitesell,6.2671616990384615
John Woo,19.95277529299576
Jon Amiel,5.1451406242424245
Jon Avnet,12.640166263636365
Jon Cassar,3.0658387
"Jon Erwin, Andrew Erwin",2.0859414
Jon Favreau,25.57753883653419
Jon Gunn,0.141124
"Jon Hurwitz, Hayden Schlossberg",8.324218596666666
Jon Kasdan,1.75
"Jon Lucas, Scott Moore",12.894163084615386
Jon M. Chu,26.487882313266443
Jon S. Baird,1.8228528
Jon Turteltaub,40.82243339572452
Jonas Elmer,3.626352125
Jonas Åkerlund,0.05087005
Jonathan Barré,0.6498662262712452
Jonathan Caouette,5330.339449541284
"Jonathan Dayton, Valerie Faris",12.565397625
Jonathan Demme,32.09901487303194
Jonathan Frakes,11.410985393441798
Jonathan Glazer,0.40453015037593987
Jonathan Hensleigh,1.6575789393939393
Jonathan Kaplan,4.033863574879227
Jonathan Kesselman,0.0920276
Jonathan Levine,12.268653915
Jonathan Liebesman,8.716648895238094
Jonathan Lynn,11.825618744975786
Jonathan Mostow,7.158004931362007
Jonathan Newman,0.00025596
Jonathan Nossiter,0.64
"Jonathan Silverman, Jennifer Finnigan",0.013636363636363636
Jonathan Teplitzky,1.2394012777777779
Joona Tena,1.097910295825554
Jordan Peele,50.48685
Jordan Vogt-Roberts,3.062988172972973
"Jorge Blanco, Javier Abad, Marcos Martínez",1.4992252142857143
Jorge Dorado,0.2753952897766613
Jorge R. Gutierrez,1.94874212
Jorma Taccone,0.611
Josef Rusnak,2.569346409090909
Joseph Dorman,1.690376
Joseph Kahn,1.163654925
Joseph Kosinski,4.738048470588235
Joseph L. Mankiewicz,2.327188339225454
Joseph Ruben,15.221523793306796
Joseph Sargent,2.2556962173913044
Joseph Zito,28.155255346153844
Josh Becker,0.012276923076923078
Josh Boone,25.597236166666665
"Josh Gordon, Will Speck",5.1671368374269
Josh Schwartz,0.8155258571428572
Josh Trank,11.066479966666666
Joshua Logan,7.7172722333333335
Joshua Michael Stern,3.832379404761905
"Joshua Oppenheimer, Christine Cynn, Anonymous",0.444575
Joshua Seftel,0.2592368
Joss Whedon,12.923048239310688
José Luis Cuerda,2.0
José Padilha,2.0224080416666665
Juan Antonio Bayona,5.3771891168327794
Juan Carlos Fresnadillo,4.282562666666666
Juan Diego Solanas,0.13510791666666666
Juan José Campanella,18.07383059090909
Judd Apatow,18.87029198893773
Jude Anthany Joseph,6.818181818181818
Jules Dassin,52.980132450331126
Julia Ducournau,1.1714285714285715
Julian Gilbey,6.33625
Julian Jarrold,2.9215280045454546
Julian Schnabel,2.4292802779945624
Julie Anne Robinson,0.922343025
Julie Delpy,0.206724
Julie Taymor,4.6915395
Julien Temple,0.3916303
Jun Falkenstein,1.5184844333333334
Jun Lana,3.100644122383253
Justin Barber,1.2857142857142858
Justin Chadwick,0.7808571428571428
Justin Kerrigan,6.666666666666667
Justin Kurzel,2.765696581333333
Justin Lin,18.604769715844746
Justin Zackham,0.6234099428571429
K. S. Ravikumar,2.0
K. V. Anand,5.57113582150576
Kabir Khan,7.0
Kamal Haasan,4.256410256410256
Kang Hyeong-Cheol,13.52112676056338
Karan Johar,15.829998865924749
"Karan Johar, Ayan Mukherjee",3.6666666666666665
Karan Malhotra,4.4181310264035325
Karen Moncrieff,0.464
Karen Oganesyan,0.404785
Karen Shakhnazarov,0.6545454545454545
"Karey Kirkpatrick, Tim Johnson",4.2924655875
Karl Zwicky,12.912060465690367
Kartal Tibet,10.87538940809969
Karthik Subbaraj,11.666666666666666
Karyn Kusama,2.8158667318548387
Kasi Lemmons,0.40103937142857143
Kat Coiro,0.03323118279569892
Kate Barker-Froyland,0.005375166666666667
Kathryn Bigelow,10.149033363571428
Katsuhiro Ōtomo,0.069146375
Katt Shea,0.8458430952380952
Kazuaki Kiriya,2.0328137777777777
Keanu Reeves,0.08219764
Keenen Ivory Wayans,25.353913597045896
Kees Van Oostrum,7.76e-05
Keith Bearden,0.0063298
Keith Gordon,0.03851976470588235
Kelly Asbury,8.55618221111111
"Kelly Asbury, Lorna Cook",1.5320442375
Kelly Fremon Craig,2.089294222222222
Kelsey T. Howard,0.008172
Ken Annakin,7.126170357900164
Ken Kwapis,14.090580796528663
Ken Loach,3.5213873846153847
Ken Russell,8.6496238
Ken Scott,2.380171745054945
Ken Wiederhorn,1.4848264516129033
Kenneth Branagh,12.07128934219973
Kenneth Johnson,0.1054018125
Kenneth Lonergan,8.339650515873016
Kenny Ortega,1.41123975
Kerry Conran,0.8279813714285714
Kevin Allen,1.1084228846153845
Kevin Bray,2.842064535714286
Kevin Costner,22.606925243181816
Kevin Greutert,13.010578881818182
Kevin Hooks,3.62543944
Kevin Lima,6.165875564705882
"Kevin Lima, Chris Buck",2.986666666666667
Kevin Macdonald,10.552613166666667
"Kevin Macdonald, Zillah Bowes",4.996703685677625
Kevin Munroe,3.0437323647058823
Kevin Reynolds,15.307014085023042
Kevin Rodney Sullivan,7.46766576031746
Kevin Smith,180.69327696256613
Kevin Tancharoen,2.073693111111111
Kevin Tenney,2.5915866666666667
Kevin Williamson,0.6881720769230769
"Kevin Yagher, Joe Chappelle",4.16875
Khalid Mohammed,0.623791
Kieran Darcy-Smith,0.00045
Kim Farrant,0.0017472
Kim Han-min,17.93098010526316
Kim Henkel,0.30983
Kim Ki-duk,35.599461165048545
Kim Kwang-sik,5.268335
Kim Tae-yong,0.7774193548387097
Kimberly Peirce,8.965064966666667
King Vidor,97.71925170068027
Kinji Fukasaku,5.555555555555555
Kinka Usher,0.4376766323529412
Kirill Kozlov,2.4018325
Kirill Kuzin,1.510204923076923
Kirk De Micco,1.7243336486486487
Kirk Jones,11.83227349111111
Kirk Wong,2.0774725384615387
Kirsten Sheridan,2.64488104
Kiyoshi Kurosawa,4.95
Klay Hall,4.39577424
Kleber Mendonça Filho,0.3751175809225691
Kodi Rama Krishna,4.801527160009864
"Koji Hashimoto, R.J. Kizer",2.05
Konstantin Bronzit,0.4325
Konstantin Maksimov,0.26816028571428574
Kornél Mundruczó,0.12834454545454546
Krish (Radhakrishna Jagarlamudi),3.727272727272727
"Krishna D.K., Raj Nidimoru",2.2
Kristian Levring,4.006666666666667
Kunal Deshmukh,0.8
Kunal Kohli,4.18413358490566
Kuntaa Nikkil,6.0
Kurt Neumann,4.285714285714286
Kurt Wimmer,1.30365595
"Kyle Balda, Chris Renaud",4.983433085714286
"Kyle Balda, Pierre Coffin",28.382291786486487
"Kyle Lawrence, Caleb Doyle",0.07758518518518519
Lake Bell,2.963902
"Lal, Siddique",38.888888888888886
Lamont Johnson,1.1
"Lana Wachowski, Lilly Wachowski",8.915489222222222
Lance Daly,0.0008676666666666667
Lance Hool,4.462841078838174
Lance Mungia,0.062247
Lance Rivera,7.5e-07
Larry Charles,17.291504234188036
Larry Clark,4.941477333333333
Larry Cohen,0.6279166666666667
Lars von Trier,7.866269006099141
Lasse Hallström,42.66571908704545
Lauren Lazin,26.028413333333333
Laurice Guillen,0.011627906976744186
Laurie Collyer,0.311403
Law Chi-Leung,0.009802416666666666
Lawrence Guterman,1.5562525166666668
Lawrence Kasanoff,0.0011339384615384614
Lawrence Kasdan,1.5111130877684407
Lee Daniels,9.498892340000001
Lee David Zlotoff,2.107296
Lee Harry,0.617292
Lee Il-hyeong,0.1
Lee Tamahori,7.409625118362005
Lee Toland Krieger,2.62653104
Lee Unkrich,5.334848515
Leena Yadav,1.24
Leigh Janiak,0.009318
Leigh Whannell,10.4303851
Len Wiseman,11.654266693818181
Lena Dunham,6.4076615384615385
Lenny Abrahamson,5.900293
Leonard Nimoy,10.375
Les Mayfield,4.944084491483516
Lesli Linka Glatter,2.283333333333333
Leslie Zemeckis,0.095436
Leslye Headland,3.9826513333333335
Levan Gabriadze,62.88209
Levent Semerci,6.75
Lewis Allen,1.1923076923076923
Lewis Gilbert,31.17691887616099
Lewis Milestone,0.72
Lewis Teague,8.110928000000001
Lexi Alexander,0.49216453658536585
Liam Lynch,0.6093452272727272
"Liang Xuan, Zhang Chun",18.65814747951796
Liev Schreiber,0.38541857142857144
Lijo Jose Pellissery,2.4545454545454546
"Lilly Wachowski, Lana Wachowski",9.58551890195367
Lisa Cholodenko,9.915957142857144
Lisa Krueger,0.862652
Liv Ullmann,0.9090909090909091
Liz Friedlander,1.1580688666666668
Lloyd Bacon,5.195899772209567
Logan Miller,0.0008781428571428572
Lone Scherfig,7.810638159789039
Lorene Scafaria,2.2971345249999997
Louis C.K.,4.0
Louis Leterrier,9.033907679003969
"Louis Leterrier, Corey Yuen Kwai",2.091853904761905
Louis Malle,1.7680108333333333
Lowell Sherman,11.0
Lu Chuan,0.8877081666666666
Luc Besson,14.542887008947574
"Luc Dardenne, Jean-Pierre Dardenne",0.9801218571428572
"Luc Jacquet, Jérôme Maison",15.924029875
Luca Bercovici,35.0
Luca Miniero,22.22950308333333
Lucia Aniello,2.25283855
Lucky McKee,0.300554
"Lucy Walker, João Jardim",0.125144
Luis Llosa,6.827741088888889
Luis Mandoki,2.8204181268888346
Luis Prieto,1.1679599047619047
Luis Valdez,8.340833230769231
Luke Greenfield,14.81778235605806
Luke Scott,1.101323875
Lynn Shelton,25.6
Lynne Littman,1.3632613333333334
Lynne Ramsay,0.862706
László Nemes,1.777043
Léa Pool,0.027777777777777776
M. Night Shyamalan,87.82219224542735
Mabrouk El Mechri,0.88932765
Maccio Capatonda,2.5
Madonna,0.05789593333333334
Maggie Carey,2.377483333333333
Mahesh Manjrekar,1.368421052631579
Majid Majidi,5.0
Maksim Pezhemskiy,5.950237
Maksim Voronkov,0.05114285714285714
Malcolm D. Lee,17.636561831531278
Malcolm Venville,0.017078333333333334
Mamoru Oshii,1.10326175
Maneesh Sharma,1.82822475
Mani Ratnam,18.454609929078014
Mansoor Khan,2.1739130434782608
Marah Strauch,0.2202425
Marc Abraham,0.126676
Marc Evans,0.11513875
Marc Forby,0.08572211111111111
Marc Forster,27.191161631666667
Marc Lawrence,6.673674987931034
Marc Webb,20.475207955127352
Marcel Langenegger,0.70965192
Marco Brambilla,2.7904520701754385
Marco Schnabel,0.6745010322580646
Marcus Dunstan,33.529411764705884
Marcus Nispel,17.307243629824562
Marcus Raboy,1.67724865
Marek Kanievska,12396383.0
Maren Ade,0.39299092699047183
Marielle Heller,0.738501
Mario Van Peebles,5.602853294117647
Marisa Silver,0.236642375
Marius Balchunas,5.8413170476190475
Mark A.Z. Dippé,2.19600105
Mark Christopher,1.2890125384615385
Mark DiSalle,1.4061361
Mark Dindal,3.900952042916667
Mark Helfrich,2.36768512
Mark Herman,1.63332504
Mark Illsley,1.1433229411764705
Mark Jones,9.507711111111112
Mark L. Lester,8.974973655769231
Mark Mylod,1.5213048
Mark Neveldine,0.13728946153846153
Mark Osborne,1.52455078125
"Mark Osborne, John Stevenson",4.859573538461539
Mark Pavia,0.091549
Mark Pellington,1.72367309375
"Mark Pellington, Catherine Owens",1.5153894666666667
Mark Robson,21.38095042857143
Mark Romanek,4.982290966666667
Mark Rosman,29.390692919504644
Mark Rydell,6.097541388888889
Mark Sandrich,5.257799671592775
Mark Steven Johnson,5.2892865581585085
Mark Tarlov,0.7331648333333334
Mark Tonderai,6.418424782608696
Mark Waters,20.665550765312037
Marlon Brando,0.7166666666666667
Marshall Brickman,0.21666666666666667
Martha Coolidge,50.388680895238096
Martha Fiennes,0.014723428571428571
Martin Brest,28.41958814850657
Martin Campbell,20.277274946780096
"Martin Davidson, Stephen Verona",25.0
Martin Donovan,0.1676935
Martin Koolhoven,1.3402795
"Martin Lawrence, David Raynr",6.3946716666666665
Martin McDonagh,3.5970695999999998
Martin Prakkat,3.1052631578947367
Martin Ritt,8.875250700400652
Martin Rosen,3.713768
Martin Scorsese,62.0795863602136
Martín Hodara,0.36
Mary Agnes Donoghue,0.5480777352941176
Mary Harron,4.895223428571429
Mary Lambert,7.481734781521739
Massy Tadjedin,1.0921338571428572
Mathieu Kassovitz,4.569906071428571
"Matt Bettinelli-Olpin, Tyler Gillett",5.204853571428571
Matt Reeves,14.651708862678017
Matt Ross,1.1759472
Matt Williams,2.2514116
Matthew Chapman,0.0610986
Matthew Cole Weiss,0.007507058823529412
Matthew O'Callaghan,1.3966963
Matthew Robbins,0.7838896111111111
Matthew Vaughn,14.520601570624745
Matthew Warchus,0.0929606
Matthijs van Heijningen Jr.,0.8036762857142857
Max Adams,0.009586571428571429
"Max Giwa, Dania Pasquini",3.142857390310232
Max Joseph,1.8536816666666667
Maya Forbes,0.21353059701492538
Małgorzata Szumowska,0.2278665
McG,11.850697509809683
Meiert Avis,0.11624066666666667
Mel Brooks,92.25524606212723
Mel Gibson,30.7002551
Mel Smith,13.956259444444445
Mel Stuart,1.3333333333333333
Melissa Martin,1.70526
Melvin Van Peebles,101.33333333333333
Menahem Golan,0.6423032
Menhaj Huda,0.1659959758551308
Mennan Yapo,4.2073416
"Merian C. Cooper, Ernest B. Schoedsack",14.880952380952381
"Mervyn LeRoy, Anthony Mann",3.6363636363636362
Mia Hansen-Løve,0.13446761904761906
Mic Rodgers,0.2370642888888889
Michael Addis,0.00117
Michael Almereyda,0.7843745
Michael Anderson,12.230753444444444
Michael Apted,15.102913347990945
Michael Bay,50.89889329762483
Michael Brandt,0.2174254117647059
Michael Burke,0.078565
Michael Caton-Jones,4.89666333452381
Michael Cimino,4.1920004242424245
Michael Corrente,1.0990182857142858
Michael Cristofer,0.842912380952381
Michael Cuesta,3.1110895571428574
Michael Curtiz,21.076534779193782
"Michael Curtiz, William Keighley",1.958189867191343
Michael D. Sellers,0.0287616
Michael Davis,0.6877087435897435
Michael Dinner,0.7151345555555556
Michael Dougherty,4.103247133333333
Michael Dowse,1.1383087942583732
Michael G. Bartlett,1.0
